Iter,V_set,Mu,R_path,log_Q_beta,Real_Q_beta,log_Q_yaw,Real_Q_yaw,log_R_track,Real_R_track,log_R_rate,Real_R_rate,log_W_slip,Real_W_slip,Cost,SI_max,LatErr,Energy,SpdErr,Jerk,Danger
0,50,0.4,100,3.2458,1761.3,2.794,622.24,4.3056,20214,4.4708,29569,1.0226,10.535,23581000,0.1471,0.0052,0.0473,0.0153,0.0247,0.4916
0,50,0.4,100,4.4172,26132,3.1538,1424.9,3.0678,1168.9,4.4901,30913,1.5359,34.351,23597000,0.1471,0.0057,0.0473,0.0156,0.0195,0.4916
0,50,0.4,100,4.4964,31361,2.3794,239.58,2.032,107.64,4.0776,11956,4.8445,69906,25771000,0.1471,0.0056,0.0516,0.0119,0.0087,0.4916
0,50,0.4,100,4.1049,12731,2.6042,401.97,4.9858,96780,3.9415,8739,1.1041,12.707,23576000,0.1471,0.0052,0.0472,0.0152,0.0252,0.4916
0,50,0.4,100,2.0454,111.03,3.4832,3042.1,4.1229,13272,4.4833,30431,4.9578,90744,27388000,0.1471,0.0054,0.0549,0.0148,0.0089,0.4916
0,50,0.5,100,3.7042,5060.1,2.0034,100.78,3.4461,2793.1,4.4955,31300,1.0285,10.677,23246000,0.111,0.0041,0.0465,0.0163,0.0225,0.3933
0,50,0.5,100,3.9271,8455.6,2.1482,140.67,1.7736,59.373,4.3383,21792,4.0623,11544,25952000,0.111,0.0043,0.0519,0.0145,0.0114,0.3933
0,50,0.5,100,4.3145,20632,2.0817,120.69,2.8726,745.82,4.401,25177,2.8633,730.01,66821000,0.111,0.0043,0.1337,0.0162,0.0156,0.3933
0,50,0.5,100,4.0401,10967,2.2942,196.9,2.9482,887.61,3.0545,1133.7,1.519,33.034,23430000,0.111,0.0039,0.0469,0.016,0.0243,0.3933
0,50,0.5,100,4.1847,15302,2.3789,239.3,2.9479,886.92,3.6202,4170.7,4.6038,40164,25993000,0.111,0.0042,0.052,0.0114,0.0102,0.3933
0,50,0.5,100,2.4779,300.55,3.4979,3146.9,1.1029,12.674,3.1324,1356.4,1.2783,18.979,42055000,0.111,0.0047,0.0841,0.0163,0.014,0.3933
0,50,0.5,100,4.3229,21032,2.0801,120.26,2.5726,373.75,3.2095,1620,1.0985,12.547,23377000,0.111,0.0039,0.0468,0.0161,0.0237,0.3933
0,50,0.5,100,2.0573,114.12,3.4521,2832.2,3.9244,8402.3,4.0766,11930,4.2979,19856,33176000,0.111,0.004,0.0664,0.0135,0.0136,0.3933
0,50,0.5,100,4.0873,12226,2.0003,100.07,2.8134,650.66,3.3828,2414.6,1.4315,27.006,23423000,0.111,0.0039,0.0469,0.0161,0.0237,0.3933
0,50,0.5,100,4.4889,30824,2.267,184.91,4.8747,74946,3.207,1610.7,1.3762,23.782,23323000,0.111,0.0038,0.0467,0.0158,0.0254,0.3933
0,50,0.5,100,2.7463,557.53,4.2932,19642,1.8091,64.436,3.5779,3783.6,4.9998,99943,25622000,0.111,0.0042,0.0513,0.0158,0.0078,0.3933
0,50,0.5,100,4.4112,25776,2.8582,721.47,3.1526,1420.9,4.2644,18381,4.9993,99840,25767000,0.111,0.0042,0.0515,0.0158,0.0078,0.3933
0,50,0.5,100,4.4896,30876,3.517,3288.4,3.0209,1049.2,3.7625,5787.5,4.2531,17909,26370000,0.111,0.0042,0.0527,0.0136,0.0115,0.3933
0,50,0.5,100,4.4967,31387,2.6287,425.34,2.9518,895.01,4.049,11194,1.6508,44.751,23419000,0.111,0.0041,0.0468,0.0163,0.0217,0.3933
0,50,0.5,100,3.5899,3889.6,3.2889,1944.8,1.9244,84.018,3.324,2108.4,4.9979,99515,25625000,0.111,0.0042,0.0513,0.0158,0.0078,0.3933
0,50,0.5,100,4.4786,30103,3.13,1348.8,1.0453,11.1,3.9712,9359.3,4.4503,28202,25849000,0.111,0.0042,0.0517,0.0124,0.0105,0.3933
0,50,0.5,100,4.0517,11264,3.8664,7352.2,1.2509,17.822,3.6155,4126.1,1.0008,10.02,69207000,0.111,0.0053,0.1384,0.0163,0.0134,0.3933
0,50,0.5,100,2.0383,109.21,4.4988,31536,4.1568,14348,3.5155,3277.4,2.1627,145.44,23348000,0.111,0.0038,0.0467,0.0158,0.0251,0.3933
0,50,0.5,100,2.0148,103.47,3.5838,3835.7,1.1635,14.571,4.0529,11296,1.8913,77.865,27558000,0.111,0.0053,0.0551,0.0163,0.0125,0.3933
0,50,0.5,100,4.4231,26493,4.4952,31272,2.0684,117.06,3.0616,1152.4,3.4068,2551.2,26300000,0.111,0.0042,0.0526,0.0159,0.0123,0.3933
0,50,0.5,100,4.3841,24215,4.4963,31357,4.1389,13769,3.3101,2042,2.5707,372.15,23391000,0.111,0.0038,0.0468,0.0157,0.0248,0.3933
0,50,0.5,100,4.4352,27242,4.4966,31373,2.2933,196.49,4.4139,25935,4.552,35645,25867000,0.111,0.0042,0.0517,0.0117,0.0102,0.3933
0,50,0.5,100,4.4874,30717,4.4909,30970,3.3791,2393.9,3.0666,1165.6,2.233,171.02,23954000,0.111,0.0038,0.0479,0.0163,0.024,0.3933
0,50,0.5,100,2.0266,106.33,2.0012,100.27,3.6938,4940.6,3.3008,1998.8,1.2463,17.631,23337000,0.111,0.0038,0.0467,0.0159,0.0252,0.3933
0,50,0.5,100,2.0553,113.58,4.496,31335,1.6347,43.121,4.3254,21157,2.4035,253.22,27376000,0.111,0.0051,0.0548,0.0163,0.0126,0.3933
0,50,0.5,100,4.4774,30018,4.4921,31054,1.1547,14.279,4.1005,12604,4.0132,10309,25930000,0.111,0.0043,0.0519,0.0147,0.0115,0.3933
0,50,0.5,100,4.4742,29797,4.3716,23531,4.1026,12665,3.4979,3146.9,4.9806,95639,27214000,0.111,0.0041,0.0544,0.0144,0.0088,0.3933
0,50,0.5,100,4.3856,24299,2.0075,101.74,1.1008,12.613,3.8493,7068.3,4.9713,93611,25633000,0.111,0.0042,0.0513,0.0147,0.0079,0.3933
0,50,0.5,100,4.2791,19013,4.4933,31140,4.9175,82706,4.1115,12926,2.9559,903.44,23340000,0.111,0.0038,0.0467,0.0157,0.0251,0.3933
0,50,0.5,100,2.0651,116.17,2.8582,721.43,4.9386,86818,3.4502,2819.8,1.6371,43.364,23323000,0.111,0.0038,0.0467,0.0158,0.0254,0.3933
0,50,0.6,100,3.7042,5060.1,2.0034,100.78,3.4461,2793.1,4.4955,31300,1.0285,10.677,23078000,0.0882,0.0031,0.0462,0.0167,0.0227,0.3277
0,50,0.6,100,2.4982,314.89,2.3647,231.57,2.0572,114.09,4.1627,14545,1.5285,33.77,53156000,0.0882,0.0042,0.1063,0.0168,0.0145,0.3277
0,50,0.6,100,3.6568,4537.8,2.8437,697.69,3.0805,1203.7,4.3459,22175,3.1996,1583.3,52090000,0.0882,0.0032,0.1042,0.0165,0.0157,0.3277
0,50,0.6,100,4.1646,14607,3.5843,3839.4,4.3911,24611,4.3876,24415,2.5787,379.07,23203000,0.0882,0.0029,0.0464,0.0163,0.0249,0.3277
0,50,0.6,100,3.7464,5577.3,2.4394,275.05,3.4854,3057.5,4.4101,25709,1.049,11.196,23088000,0.0882,0.0031,0.0462,0.0167,0.0233,0.3277
0,50,0.6,100,2.2651,184.12,4.1274,13408,4.7301,53711,4.1937,15620,1.6397,43.625,23164000,0.0882,0.0029,0.0463,0.0163,0.0255,0.3277
0,50,0.6,100,2.4492,281.33,2.5922,391.04,4.9996,99900,3.3092,2037.9,3.0525,1128.4,23174000,0.0882,0.0029,0.0463,0.0161,0.0254,0.3277
0,50,0.6,100,2.6155,412.62,2.3658,232.14,4.9986,99682,4.1571,14359,4.9796,95416,74199000,0.0882,0.0029,0.1484,0.0112,0.0133,0.3277
0,50,0.6,100,3.9552,9020.9,3.3182,2080.6,4.9979,99507,3.417,2612.3,2.4193,262.59,23162000,0.0882,0.0029,0.0463,0.0162,0.0256,0.3277
0,50,0.6,100,2.7624,578.66,2.8487,705.8,4.6428,43936,4.4852,30564,1.0003,10.006,23171000,0.0882,0.0029,0.0463,0.0164,0.0253,0.3277
0,50,0.6,100,3.5448,3506.3,2.0654,116.25,4.9885,97395,4.485,30549,2.7864,611.5,23173000,0.0882,0.0029,0.0463,0.0162,0.0253,0.3277
0,50,0.6,100,2.0378,109.09,2.9067,806.6,4.0062,10144,4.0313,10746,1.0112,10.26,23169000,0.0882,0.0029,0.0463,0.0164,0.0253,0.3277
0,50,0.6,100,4.024,10568,2.5766,377.26,4.9984,99631,3.2218,1666.5,1.0285,10.678,23156000,0.0882,0.0029,0.0463,0.0163,0.0257,0.3277
0,50,0.6,100,3.4422,2768.4,2.2847,192.6,4.4693,29464,3.0105,1024.5,2.1585,144.06,23168000,0.0882,0.0029,0.0463,0.0162,0.0256,0.3277
0,50,0.6,100,4.2566,18056,3.4151,2601,4.6883,48787,3.0523,1127.9,2.9245,840.51,23191000,0.0882,0.0029,0.0464,0.016,0.0253,0.3277
0,50,0.6,100,2.099,125.61,4.4587,28756,3.6335,4300.5,3.4799,3019.2,1.0012,10.027,23176000,0.0882,0.0029,0.0464,0.0164,0.0254,0.3277
0,50,0.6,100,4.476,29922,4.3288,21319,3.7648,5818.8,3.964,9203.5,1,10.001,23160000,0.0882,0.0029,0.0463,0.0165,0.0251,0.3277
0,50,0.6,100,2.9452,881.41,2.0298,107.1,4.9994,99862,3.7675,5854,1.5383,34.535,23157000,0.0882,0.0029,0.0463,0.0163,0.0256,0.3277
0,50,0.6,100,2.6283,424.93,4.4952,31276,4.6802,47884,3.1649,1461.7,2.5177,329.4,23169000,0.0882,0.0029,0.0463,0.0162,0.0255,0.3277
0,50,0.6,100,3.417,2612,3.9221,8357.5,4.0816,12066,4.4994,31578,1.5396,34.646,23144000,0.0882,0.0029,0.0463,0.0165,0.0247,0.3277
0,50,0.6,100,4.2463,17632,2.8883,773.21,4.9905,97845,4.3985,25030,2.0126,102.95,23163000,0.0882,0.0029,0.0463,0.0163,0.0255,0.3277
0,50,0.6,100,4.2035,15979,2.018,104.24,4.4381,27424,3.3364,2169.8,1.3973,24.962,23160000,0.0882,0.0029,0.0463,0.0163,0.0256,0.3277
0,50,0.6,100,2.2313,170.34,2.1557,143.11,4.97,93317,4.4876,30734,1.2181,16.524,23161000,0.0882,0.0029,0.0463,0.0163,0.0255,0.3277
0,50,0.6,100,4.4717,29628,4.3965,24914,4.0474,11152,4.254,17945,1.9903,97.784,23173000,0.0882,0.0029,0.0463,0.0164,0.0249,0.3277
0,50,0.6,100,4.4531,28383,2.1989,158.08,3.7266,5328.9,4.2447,17566,1.4781,30.065,23138000,0.0882,0.003,0.0463,0.0165,0.0246,0.3277
0,50,0.6,100,4.4223,26442,2.5104,323.91,3.8865,7699.7,3.2782,1897.4,1.2901,19.501,23168000,0.0882,0.0029,0.0463,0.0163,0.0255,0.3277
0,50,0.6,100,4.3438,22070,3.8964,7876.8,4.2573,18082,4.1205,13199,1.0028,10.065,23172000,0.0882,0.0029,0.0463,0.0164,0.0254,0.3277
0,50,0.6,100,4.4102,25713,4.46,28843,4.285,19276,3.2049,1602.8,1.8359,68.54,23164000,0.0882,0.0029,0.0463,0.0162,0.0256,0.3277
0,50,0.6,100,4.4555,28546,2.1768,150.25,4.7428,55304,4.0528,11294,1.3318,21.469,23161000,0.0882,0.0029,0.0463,0.0163,0.0256,0.3277
0,50,0.6,100,4.179,15101,3.7097,5125.6,3.4134,2590.5,3.0041,1009.5,1.1899,15.484,23178000,0.0882,0.0029,0.0464,0.0163,0.0254,0.3277
0,50,0.7,100,3.7042,5060.1,2.0034,100.78,3.4461,2793.1,4.4955,31300,1.0285,10.677,22969000,0.0726,0.0024,0.0459,0.017,0.0229,0.2809
0,50,0.7,100,3.315,2065.3,2.0899,123,2.6057,403.37,3.9798,9545.5,2.0684,117.06,53273000,0.0726,0.0025,0.1065,0.0171,0.0186,0.2809
0,50,0.7,100,3.8922,7802.3,3.989,9749.2,3.8423,6955.7,4.2727,18738,1.9409,87.273,23058000,0.0726,0.0024,0.0461,0.0168,0.0248,0.2809
0,50,0.7,100,3.1068,1278.9,3.9832,9620.1,3.7513,5640,4.0554,11360,2.4071,255.34,23189000,0.0726,0.0024,0.0464,0.0168,0.0244,0.2809
0,50,0.7,100,2.5141,326.65,4.0641,11591,3.5465,3519.5,3.3972,2495.5,4.95,89127,25995000,0.0726,0.0024,0.052,0.0123,0.0085,0.2809
0,50,0.7,100,3.1595,1443.7,3.8741,7482.9,1.4266,26.703,4.0577,11421,3.1694,1477.2,25910000,0.0726,0.0026,0.0518,0.0169,0.0123,0.2809
0,50,0.7,100,3.1151,1303.4,4.4989,31540,4.0466,11134,4.092,12360,1.6143,41.143,23068000,0.0726,0.0024,0.0461,0.0167,0.0254,0.2809
0,50,0.7,100,2.0112,102.62,3.2028,1595.2,4.5466,35207,4.4978,31460,4.7139,51751,61309000,0.0726,0.0024,0.1226,0.0115,0.0134,0.2809
0,50,0.7,100,3.7954,6243.8,2.4022,252.48,4.1868,15374,3.5776,3781,4.2169,16479,66877000,0.0726,0.0024,0.1338,0.0147,0.0162,0.2809
0,50,0.7,100,2.5735,374.56,4.3964,24909,1.1672,14.697,4.498,31476,1.2144,16.385,52229000,0.0726,0.004,0.1045,0.0171,0.0123,0.2809
0,50,0.7,100,3.8223,6641.3,4.027,10641,1.9616,91.535,4.4995,31590,1.2871,19.369,46400000,0.0726,0.0037,0.0928,0.0171,0.013,0.2809
0,50,0.7,100,4.4903,30922,4.2383,17309,2.4457,279.08,4.1063,12773,3.4688,2943.2,26552000,0.0726,0.0025,0.0531,0.0166,0.0127,0.2809
0,50,0.7,100,3.9926,9830.1,4.4747,29834,2.8496,707.3,3.0977,1252.4,4.8509,70941,25707000,0.0726,0.0024,0.0514,0.011,0.0089,0.2809
0,50,0.7,100,2.5869,386.26,4.1945,15648,4.9924,98262,3.2079,1614.1,1.8795,75.771,23052000,0.0726,0.0024,0.0461,0.0166,0.0259,0.2809
0,50,0.7,100,2.7802,602.8,2.0668,116.62,4.9421,87522,4.1819,15203,1.0082,10.191,23055000,0.0726,0.0024,0.0461,0.0166,0.0258,0.2809
0,50,0.7,100,2.3925,246.89,4.4953,31280,3.9644,9212.4,3.6462,4427.5,2.2849,192.72,23119000,0.0726,0.0024,0.0462,0.0166,0.0253,0.2809
0,50,0.7,100,4.2184,16535,2.889,774.38,4.9301,85141,3.2101,1622,1.0096,10.224,23051000,0.0726,0.0024,0.0461,0.0166,0.0259,0.2809
0,50,0.7,100,2.2327,170.88,3.9349,8607.9,1.0403,10.973,3.9991,9979.8,4.9876,97181,25563000,0.0726,0.0024,0.0511,0.0138,0.0079,0.2809
0,50,0.7,100,3.3526,2252,2.4127,258.66,4.1191,13155,4.1622,14527,1.0055,10.127,23063000,0.0726,0.0024,0.0461,0.0168,0.0255,0.2809
0,50,0.7,100,3.5098,3234.5,3.9459,8829.6,4.9818,95885,3.661,4581.8,1.0035,10.08,23052000,0.0726,0.0024,0.0461,0.0166,0.0259,0.2809
0,50,0.7,100,3.7947,6233.3,4.4977,31456,4.9615,91526,3.4131,2588.9,4.9895,97612,77007000,0.0726,0.0024,0.154,0.0112,0.013,0.2809
0,50,0.7,100,2.3771,238.29,4.4315,27008,1.0008,10.018,4.3061,20234,3.9008,7958.3,25768000,0.0726,0.0025,0.0515,0.0158,0.0117,0.2809
0,50,0.7,100,3.1179,1311.9,2.3703,234.56,4.9953,98912,3.16,1445.4,1.4497,28.164,23051000,0.0726,0.0024,0.0461,0.0166,0.0259,0.2809
0,50,0.7,100,2.3836,241.9,3.1526,1421.1,1.6413,43.782,3.8187,6587.5,3.5845,3841.2,25858000,0.0726,0.0025,0.0517,0.0165,0.0121,0.2809
0,50,0.7,100,2.0222,105.24,3.5177,3293.9,2.7368,545.56,3.5803,3804.5,4.9898,97677,25620000,0.0726,0.0024,0.0512,0.0138,0.008,0.2809
0,50,0.7,100,3.3148,2064.6,4.0231,10546,1.0049,10.114,3.6093,4067.4,4.484,30478,25702000,0.0726,0.0024,0.0514,0.0128,0.0106,0.2809
0,50,0.7,100,3.1137,1299.1,2.4707,295.61,4.4039,25344,3.4855,3058.1,1.858,72.115,23059000,0.0726,0.0024,0.0461,0.0166,0.0258,0.2809
0,50,0.7,100,3.3146,2063.4,3.6524,4491.2,1.0003,10.006,3.6727,4706.1,3.4087,2562.7,25803000,0.0726,0.0025,0.0516,0.0167,0.0121,0.2809
0,50,0.7,100,3.2528,1789.8,3.9784,9514.3,1.8047,63.789,3.0948,1244,4.5523,35669,25705000,0.0726,0.0024,0.0514,0.0123,0.0103,0.2809
0,50,0.7,100,2.6482,444.86,2.9313,853.71,3.3281,2128.6,3.1394,1378.5,2.8965,787.98,59374000,0.0726,0.0024,0.1187,0.017,0.0208,0.2809
0,50,0.8,100,3.7042,5060.1,2.0034,100.78,3.4461,2793.1,4.4955,31300,1.0285,10.677,22885000,0.0614,0.003,0.0458,0.0173,0.0232,0.2458
0,50,0.8,100,2.9958,990.45,2.0521,112.74,3.7973,6269.9,4.2915,19568,1.165,14.623,22946000,0.0614,0.0031,0.0459,0.0172,0.0252,0.2458
0,50,0.8,100,4.1308,13515,4.425,26605,4.5719,37317,3.7878,6134.7,3.3418,2196.9,23190000,0.0614,0.0031,0.0464,0.0167,0.0248,0.2458
0,50,0.8,100,4.26,18197,2.1566,143.43,4.1634,14568,3.2367,1724.7,4.9572,90612,27729000,0.0614,0.0027,0.0555,0.0117,0.0093,0.2458
0,50,0.8,100,3.0705,1176.2,3.8021,6340.2,4.609,40641,3.5419,3482.4,1.0005,10.01,22976000,0.0614,0.0031,0.046,0.0169,0.0261,0.2458
0,50,0.8,100,4.4963,31358,3.6163,4133.7,1.229,16.945,3.4011,2518.5,2.4302,269.29,26227000,0.0614,0.0026,0.0525,0.0174,0.0128,0.2458
0,50,0.8,100,3.839,6902.2,3.8685,7388.1,4.1648,14616,4.1709,14823,3.6768,4751.4,54964000,0.0614,0.003,0.1099,0.0167,0.021,0.2458
0,50,0.8,100,2.4908,309.57,3.5714,3727.1,4.6223,41907,4.0113,10264,1.4043,25.367,22978000,0.0614,0.0031,0.046,0.0169,0.026,0.2458
0,50,0.8,100,3.3516,2246.9,4.5,31621,3.8324,6797.6,3.1894,1546.8,2.3261,211.89,23071000,0.0614,0.0031,0.0461,0.0168,0.0254,0.2458
0,50,0.8,100,3.4858,3060.5,3.3169,2074.4,2.7612,577.06,3.5174,3291.9,2.271,186.64,55840000,0.0614,0.0029,0.1117,0.0174,0.0207,0.2458
0,50,0.8,100,4.4372,27367,3.6738,4718.5,1.665,46.234,4.3773,23842,1.0256,10.608,48607000,0.0614,0.003,0.0972,0.0174,0.0128,0.2458
0,50,0.8,100,3.6571,4540.1,4.4883,30786,4.8038,63652,3.4964,3136.1,2.4922,310.63,22983000,0.0614,0.0031,0.046,0.0168,0.026,0.2458
0,50,0.8,100,2.259,181.54,3.7702,5891,1.0118,10.277,3.6151,4121.5,3.3799,2398.1,25755000,0.0614,0.0026,0.0515,0.017,0.0122,0.2458
0,50,0.8,100,3.0291,1069.4,3.5526,3569.2,4.9865,96938,3.0092,1021.4,1.0218,10.514,22971000,0.0614,0.0031,0.0459,0.0169,0.0262,0.2458
0,50,0.8,100,3.2843,1924.5,2.0026,100.59,3.4697,2949.4,3.8518,7108.9,2.4763,299.43,36048000,0.0614,0.003,0.0721,0.0174,0.0236,0.2458
0,50,0.8,100,2.6536,450.43,4.3484,22303,4.4782,30077,4.0814,12062,1.1314,13.532,22982000,0.0614,0.0031,0.046,0.017,0.026,0.2458
0,50,0.8,100,3.9905,9784.1,4.069,11721,4.9822,95992,3.9629,9182,1.568,36.985,22976000,0.0614,0.0031,0.046,0.0169,0.0261,0.2458
0,50,0.8,100,4.1871,15383,2.4488,281.09,4.9601,91215,4.1781,15069,1.0046,10.106,22976000,0.0614,0.0031,0.046,0.0169,0.0261,0.2458
0,50,0.8,100,3.5934,3921.5,2.0153,103.57,4.9553,90220,4.4886,30805,1.0141,10.329,22978000,0.0614,0.0031,0.046,0.017,0.0259,0.2458
0,50,0.8,100,2.418,261.8,4.4996,31594,1.0104,10.242,4.4685,29414,2.7308,538.08,25868000,0.0614,0.0025,0.0517,0.0173,0.0125,0.2458
0,50,0.8,100,3.5335,3415.7,4.4898,30886,1.0793,12.003,4.2152,16414,4.9711,93552,25550000,0.0614,0.0026,0.0511,0.0125,0.008,0.2458
0,50,0.8,100,3.218,1651.8,3.0298,1071.1,4.9818,95899,4.2484,17718,1.0364,10.875,22976000,0.0614,0.0031,0.046,0.0169,0.026,0.2458
0,50,0.8,100,2.2439,175.35,2.0094,102.18,1.0112,10.26,3.2392,1734.4,4.9908,97900,25544000,0.0614,0.0026,0.0511,0.0132,0.008,0.2458
0,50,0.8,100,3.2196,1658.2,2.9845,964.96,1.0176,10.413,3.8191,6593.9,4.9671,92703,25551000,0.0614,0.0026,0.0511,0.0124,0.0081,0.2458
0,50,0.8,100,4.4868,30676,2.0281,106.69,1.001,10.024,3.7105,5134.9,3.0842,1213.9,25785000,0.0614,0.0026,0.0516,0.0172,0.0123,0.2458
0,50,0.8,100,2.672,469.89,4.4809,30265,4.898,79073,4.1589,14417,3.4097,2568.5,23048000,0.0614,0.0032,0.0461,0.0165,0.0252,0.2458
0,50,0.8,100,2.9391,869.22,2.8802,758.88,1.0004,10.008,3.107,1279.5,3.3018,2003.6,25762000,0.0614,0.0026,0.0515,0.0171,0.0122,0.2458
0,50,0.8,100,4.257,18073,2.0148,103.47,1.0317,10.756,3.3945,2480.1,1.1143,13.012,62170000,0.0614,0.0025,0.1243,0.0174,0.0136,0.2458
0,50,0.8,100,3.5599,3630.2,2.1746,149.49,4.9979,99527,3.3602,2292.1,4.9991,99798,74717000,0.0614,0.0033,0.1494,0.0111,0.0133,0.2458
0,50,0.8,100,4.4998,31607,4.0886,12262,4.6969,49761,3.5335,3415.5,2.9026,799.1,23009000,0.0614,0.0031,0.046,0.0167,0.0258,0.2458
0,50,0.85,100,3.7042,5060.1,2.0034,100.78,3.4461,2793.1,4.4955,31300,1.0285,10.677,22855000,0.0569,0.0032,0.0457,0.0175,0.0233,0.2313
0,50,0.85,100,2.2406,174.02,4.0141,10331,2.2057,160.57,3.3488,2232.5,1.5905,38.953,49284000,0.0569,0.0031,0.0986,0.0175,0.0203,0.2313
0,50,0.85,100,3.8292,6748.4,2.3248,211.26,4.3602,22918,3.9493,8898.7,1.5801,38.031,22954000,0.0569,0.0034,0.0459,0.0171,0.0261,0.2313
0,50,0.85,100,3.787,6122.8,2.3189,208.38,2.5226,333.13,4.4597,28818,1.6094,40.682,32940000,0.0569,0.0026,0.0659,0.0175,0.0159,0.2313
0,50,0.85,100,3.0792,1200.1,2.0016,100.38,4.9739,94176,4.4023,25250,2.8569,719.32,22962000,0.0569,0.0034,0.0459,0.0169,0.0259,0.2313
0,50,0.85,100,2.4376,273.89,2.0004,100.09,4.1968,15732,4.2783,18978,2.1827,152.3,22969000,0.0569,0.0034,0.0459,0.0171,0.0256,0.2313
0,50,0.85,100,3.5137,3263.4,2.0029,100.68,4.9549,90135,3.383,2415.6,1.1057,12.754,22943000,0.0569,0.0034,0.0459,0.017,0.0263,0.2313
0,50,0.85,100,2.2703,186.33,2.7067,508.94,4.9965,99192,3.9505,8922.7,2.2458,176.11,22947000,0.0569,0.0034,0.0459,0.017,0.0262,0.2313
0,50,0.85,100,2.4342,271.79,4.4948,31250,4.9938,98584,3.4579,2870.4,2.0047,101.09,22946000,0.0569,0.0034,0.0459,0.017,0.0263,0.2313
0,50,0.85,100,2.5271,336.56,3.6916,4915.8,3.0663,1164.9,3.0736,1184.7,1.0167,10.393,22971000,0.0569,0.0034,0.0459,0.0172,0.0258,0.2313
0,50,0.85,100,2.1044,127.17,2.5791,379.41,3.7933,6212.4,3.2139,1636.3,1.0388,10.935,22953000,0.0569,0.0034,0.0459,0.0171,0.0262,0.2313
0,50,0.85,100,2.4709,295.75,3.0516,1126.1,3.2455,1759.8,3.2381,1730.1,1.0089,10.206,22966000,0.0569,0.0034,0.0459,0.0172,0.0259,0.2313
0,50,0.85,100,2.4532,283.91,2.1384,137.52,4.6523,44905,3.6662,4636.5,1.0066,10.153,22946000,0.0569,0.0034,0.0459,0.0171,0.0263,0.2313
0,50,0.85,100,2.0587,114.47,2.0855,121.75,3.597,3954.1,4.4954,31286,1.0009,10.022,22868000,0.0569,0.0033,0.0457,0.0174,0.0241,0.2313
0,50,0.85,100,3.1502,1413.1,3.9609,9139,3.5131,3259.3,3.1956,1569,1.0125,10.292,22962000,0.0569,0.0034,0.0459,0.0171,0.0261,0.2313
0,50,0.85,100,3.3975,2497.6,2.2643,183.79,3.1337,1360.4,4.4815,30303,1.5085,32.249,22895000,0.0569,0.0031,0.0458,0.0175,0.021,0.2313
0,50,0.85,100,3.5998,3978.9,4.1595,14438,3.9736,9411.3,4.4901,30907,1.1525,14.208,22912000,0.0569,0.0033,0.0458,0.0173,0.0252,0.2313
0,50,0.85,100,3.0606,1149.6,2.0083,101.94,3.9844,9646.4,4.3673,23298,1.0604,11.492,22924000,0.0569,0.0033,0.0458,0.0173,0.0255,0.2313
0,50,0.85,100,4.4978,31463,2.7838,607.88,3.666,4634.9,3.5794,3796.6,2.0456,111.06,23014000,0.0569,0.0034,0.046,0.0171,0.0255,0.2313
0,50,0.85,100,2.3478,222.76,4.4705,29543,4.488,30761,3.3341,2158.2,1.3099,20.413,22946000,0.0569,0.0034,0.0459,0.017,0.0263,0.2313
0,50,0.85,100,3.6135,4106.4,3.7694,5880.6,3.3784,2390,4.4741,29792,1.0259,10.615,22852000,0.0569,0.0032,0.0457,0.0175,0.023,0.2313
0,50,0.85,100,4.3722,23562,4.4172,26131,3.7689,5873.2,4.4909,30970,1.0227,10.537,22889000,0.0569,0.0033,0.0458,0.0174,0.0247,0.2313
0,50,0.85,100,3.1883,1542.7,2.8364,686.16,3.8511,7097.5,4.4455,27894,1.0198,10.465,22903000,0.0569,0.0033,0.0458,0.0173,0.0251,0.2313
0,50,0.85,100,2.0476,111.59,3.9139,8201.5,4.8538,71415,4.4936,31158,1.1511,14.161,22952000,0.0569,0.0034,0.0459,0.0171,0.026,0.2313
0,50,0.85,100,3.8713,7434.7,2.721,526.01,4.4536,28419,4.4243,26564,4.9742,94238,32073000,0.0569,0.0031,0.0641,0.0116,0.0101,0.2313
0,50,0.85,100,2.1326,135.72,4.3989,25056,4.7173,52155,3.0564,1138.6,2.4088,256.3,22953000,0.0569,0.0034,0.0459,0.017,0.0262,0.2313
0,50,0.85,100,3.0625,1154.7,3.8421,6951.9,3.4727,2969.9,4.4898,30889,1.5803,38.048,22878000,0.0569,0.0033,0.0458,0.0174,0.0233,0.2313
0,50,0.85,100,3.0555,1136.4,3.2931,1964,3.2512,1783.3,4.4977,31459,3.0525,1128.5,72998000,0.0569,0.003,0.146,0.0174,0.0177,0.2313
0,50,0.85,100,4.0276,10657,3.5599,3629.8,4.9987,99710,3.8097,6452.8,4.9914,98042,74170000,0.0569,0.0035,0.1483,0.011,0.0134,0.2313
0,50,0.85,100,2.4061,254.73,2.1994,158.25,3.1886,1543.8,3.699,4999.8,4.9995,99896,25698000,0.0569,0.0027,0.0514,0.0131,0.008,0.2313
0,55,0.3,100,3.3,1995.3,3.3,1995.3,3.3,1995.3,3.47,2951.2,4.3,19953,8010000,0.4713,0.068,0.0643,0.0222,0.0127,0.7931
0,55,0.3,100,4.2317,17049,2.6243,420.99,1.9512,89.366,3.6446,4411.6,3.6006,3986.8,8063100,0.4738,0.0683,0.0647,0.018,0.013,0.7931
0,55,0.3,100,2.9707,934.71,4.1983,15786,3.8654,7335.2,3.0245,1058,1.4295,26.885,8306100,0.4677,0.0683,0.0667,0.0168,0.0287,0.7931
